,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM,gu
80,201, 진미파라곤 앞 ,15,37.531238,126.921333,여의동,영등포구
81,202, 국민일보 앞 ,30,37.528816,126.92453,여의동,영등포구
82,203, 국회의사당역 3번출구 옆 ,15,37.528057,126.918701,여의동,영등포구
83,204, 국회의사당역 5번출구 옆 ,13,37.528163,126.917022,여의동,영등포구
84,205, 산업은행 앞 ,20,37.526264,126.920509,여의동,영등포구
85,206, KBS 앞 ,35,37.524665,126.918022,여의동,영등포구
86,207, 여의나루역 1번출구 앞 ,46,37.527156,126.9319,여의동,영등포구
87,209, 유진투자증권빌딩 앞 ,12,37.524612,126.927833,여의동,영등포구
88,213, KT앞 ,19,37.521907,126.918952,여의동,영등포구
89,214, 금융감독원 앞 ,21,37.523021,126.920837,여의동,영등포구
90,215, 여의도고교 앞 ,10,37.524837,126.934906,여의동,영등포구
91,217, NH농협은행 앞 ,15,37.522079,126.930366,여의동,영등포구
92,219, 롯데캐슬엠파이어 옆 ,12,37.520694,126.925834,여의동,영등포구
93,220, 미성아파트 A동 앞 ,30,37.519363,126.926048,여의동,영등포구
94,221, 여의도초교 앞 ,10,37.522674,126.937789,여의동,영등포구
95,222, 시범아파트버스정류장 옆 ,12,37.51902,126.936889,여의동,영등포구
96,223, 진주아파트상가 앞 ,20,37.51913,126.933372,여의동,영등포구
97,224, 롯데캐슬 앞 ,20,37.520088,126.932365,여의동,영등포구
98,225, 앙카라공원 앞 ,26,37.517585,126.929618,여의동,영등포구
99,226, 샛강역 1번출구 앞 ,19,37.517765,126.928413,여의동,영등포구
100,227, 양평2나들목 보행통로 입구 ,20,37.544666,126.888359,양평2동,영등포구
101,228, 선유도역 3번출구 앞 ,10,37.538459,126.894508,양평2동,영등포구
102,229, 양평1 보행육교 앞 ,25,37.535873,126.892181,양평2동,영등포구
103,230, 영등포구청역 1번출구 ,13,37.524635,126.896217,당산1동,영등포구
104,231, 남부고용노동지청 남측 ,10,37.524505,126.891822,양평1동,영등포구
105,232, 양평우림 이비즈센타 앞 ,20,37.52565,126.887817,양평1동,영등포구
106,233, 양평1동 YP센터 앞 ,10,37.528488,126.891647,양평1동,영등포구
107,235, 신길동 우리은행 옆 ,10,37.504566,126.910232,신길3동,영등포구
108,236, 문래동자이아파트 앞 ,10,37.516155,126.894615,문래동,영등포구
109,237, 보라매 두산위브 건너편 ,20,37.496513,126.914802,신대방2동,동작구
110,238, 제2구민체육센타 앞 ,10,37.526386,126.902755,당산2동,영등포구
111,239, 유스호스텔 앞 ,20,37.525852,126.903282,영등포동,영등포구
112,240, 문래역 4번출구 앞 ,10,37.518737,126.895576,문래동,영등포구
113,241, 신길우성1차아파트 앞 공원 ,10,37.505016,126.898536,도림동,영등포구
114,242, 신길선원가와인아파트 앞 ,15,37.510932,126.910224,영등포본동,영등포구
115,243, 이앤씨드림타워 앞 ,15,37.527084,126.89138,양평1동,영등포구
116,244, 영등포삼환아파트 앞 ,20,37.530078,126.905708,영등포동,영등포구
117,245, 삼성생명 당산사옥 앞 ,14,37.528263,126.896629,당산2동,영등포구
118,247, 당산역 10번출구 앞 ,14,37.53342,126.902236,당산2동,영등포구
119,248, 초원아파트 앞 ,10,37.531055,126.924209,여의동,영등포구
120,249, 여의도중학교 옆 ,16,37.524349,126.936119,여의동,영등포구
121,250, 대림아파트 사거리 ,10,37.50764,126.92308,신길7동,영등포구
122,251, 서울지방병무청 버스정류장 ,10,37.504493,126.921951,신길7동,영등포구
123,252, 보라매역4번출구 ,10,37.499828,126.919944,신길6동,영등포구
124,254, 도림신협 앞 ,10,37.503803,126.903419,신길3동,영등포구
125,255, 도림사거리 ,15,37.506572,126.90113,신길3동,영등포구
126,256, 동아에코빌입구 ,10,37.509475,126.899299,도림동,영등포구
127,258, 신길역3번출구 ,14,37.517692,126.914299,영등포동,영등포구
128,259, 대방역6번출구 ,17,37.513591,126.925933,신길7동,영등포구
129,260, 여의도 마리나선착장 앞 ,15,37.533657,126.912162,여의동,영등포구
