,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM,gu
286,ST-1608,455. 종로6가역 버스정류장(동대문 방향),8,37.570961,127.006057,종로5·6가동,종로구
287,ST-1609,456. 숭인2동 주민센터 입구,10,37.57447,127.019828,숭인2동,종로구
288,ST-1610,457. 종로꽃시장 입구 옆,10,37.571319,127.007209,종로5·6가동,종로구
289,ST-1611,458. 광화문역 5번출구,21,37.569892,126.977569,종로1·2·3·4가동,종로구
290,ST-1619,461. 서울지방경찰청,10,37.574363,126.972366,사직동,종로구
291,ST-1752,462. 신영동삼거리(북악터널방향),10,37.603511,126.962066,부암동,종로구
292,ST-1756,464. 삼청동 골목,10,37.58419,126.981697,삼청동,종로구
293,ST-1759,465. 삼청공원 앞,5,37.587604,126.983596,삼청동,종로구
294,ST-1772,466.롯데호텔,13,37.565841,126.979812,소공동,중구
295,ST-1773,467.한국은행,11,37.562213,126.980865,소공동,중구
296,ST-1774,468.웨스틴 조선호텔,8,37.564159,126.979484,소공동,중구
297,ST-1775,469.회현역 1번출구,11,37.55923,126.98014,회현동,중구
298,ST-1776,470.회현역 7번출구,13,37.559745,126.980003,회현동,중구
299,ST-1777,471.회현사거리 남측,10,37.560359,126.98265,명동,중구
300,ST-1778,472.삼일교(시그니쳐 타워),12,37.567871,126.988403,명동,중구
301,ST-1779,473.을지로4가역 9번출구,20,37.566051,126.997985,을지로동,중구
302,ST-1780,474.동대문역사문화공원역 1번출구 뒤편,40,37.566299,127.008491,광희동,중구
303,ST-1781,475.DDP 패션몰,21,37.567649,127.01181,신당동,중구
304,ST-1782,476.광희문,10,37.56443,127.009956,광희동,중구
305,ST-1783,477.앰배서더 호텔 주변,10,37.559288,127.002685,장충동,중구
306,ST-1785,479.동대입구역 3번 출구,8,37.559375,127.006027,장충동,중구
307,ST-1786,480.약수역 6번 출구,8,37.554321,127.010704,약수동,중구
308,ST-1789,483.남산타운아파트 버스정류장,12,37.547584,127.006439,약수동,중구
309,ST-1790,484.도동삼거리,12,37.556148,126.977424,회현동,중구
310,ST-1791,485.서울역5번출구,10,37.55677,126.973197,회현동,중구
311,ST-2019,486. 평창동주민센터 앞,5,37.606273,126.968322,평창동,종로구
312,ST-2146,487.신석초교앞 교차로 교통섬,15,37.54364,126.938308,용강동,마포구
313,ST-2147,488.푸르메병원,10,37.584568,126.88021,상암동,마포구
314,ST-2148,489.구룡근린공원,10,37.583202,126.882766,상암동,마포구
315,ST-2149,490.가온문화공원,23,37.582077,126.887664,상암동,마포구
316,ST-2150,491.월드컵파크 4단지,10,37.575977,126.888069,상암동,마포구
317,ST-2152,493.홍대입구역 6번출구,7,37.556575,126.928855,서교동,마포구
318,ST-2153,494.신수동주민센터,5,37.547245,126.935028,신수동,마포구
319,ST-2154,495.염리초등학교 앞,10,37.54243,126.946998,용강동,마포구
